month,site_id,site_name,site_type,city,state,region,naics3,subsector,headcount,sqft,cost_category,cost_group,actual_usd,budget_usd,variance_usd,variance_pct
2022-05-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Consumables & Tooling,COGS,99301.9,114762.41,-15460.51,-13.47
2022-05-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Utilities,Overhead,157527.59,195096.09,-37568.5,-19.26
2022-05-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Maintenance & Repair,Overhead,174383.94,172143.61,2240.33,1.3
2022-05-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Depreciation,Overhead,172143.61,172143.61,0.0,0.0
2022-05-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Facilities,Overhead,80333.69,80333.69,0.0,0.0
2022-05-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Freight & Logistics,Overhead,137925.89,133889.48,4036.41,3.01
2022-05-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,IT & Systems,Overhead,58453.34,57381.2,1072.14,1.87
2022-05-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Other Overhead,Overhead,57532.65,57381.2,151.45,0.26
2022-06-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Direct Labor,COGS,1599318.0,1599318.0,0.0,0.0
2022-06-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Indirect Labor,COGS,621957.0,621957.0,0.0,0.0
2022-06-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Raw Materials,COGS,922994.74,927269.86,-4275.12,-0.46
2022-06-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Consumables & Tooling,COGS,117477.34,120390.62,-2913.28,-2.42
2022-06-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Utilities,Overhead,137446.88,204664.05,-67217.17,-32.84
2022-06-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Maintenance & Repair,Overhead,182170.68,180585.93,1584.75,0.88
2022-06-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Depreciation,Overhead,180585.93,180585.93,0.0,0.0
2022-06-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Facilities,Overhead,84273.43,84273.43,0.0,0.0
2022-06-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Freight & Logistics,Overhead,147862.29,140455.72,7406.57,5.27
2022-06-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,IT & Systems,Overhead,62517.98,60195.31,2322.67,3.86
2022-06-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Other Overhead,Overhead,60335.48,60195.31,140.17,0.23
2022-07-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Direct Labor,COGS,1599318.0,1599318.0,0.0,0.0
2022-07-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Indirect Labor,COGS,621957.0,621957.0,0.0,0.0
2022-07-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Raw Materials,COGS,883791.88,883468.08,323.8,0.04
2022-07-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Consumables & Tooling,COGS,120555.24,115277.2,5278.04,4.58
2022-07-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Utilities,Overhead,122128.96,195971.24,-73842.28,-37.68
2022-07-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Maintenance & Repair,Overhead,164355.74,172915.8,-8560.06,-4.95
2022-07-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Depreciation,Overhead,172915.8,172915.8,0.0,0.0
2022-07-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Facilities,Overhead,80694.04,80694.04,0.0,0.0
2022-07-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Freight & Logistics,Overhead,121456.43,134490.07,-13033.64,-9.69
2022-07-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,IT & Systems,Overhead,58424.07,57638.6,785.47,1.36
2022-07-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Other Overhead,Overhead,58032.6,57638.6,394.0,0.68
2022-08-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Direct Labor,COGS,1599318.0,1599318.0,0.0,0.0
2022-08-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Indirect Labor,COGS,621957.0,621957.0,0.0,0.0
2022-08-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Raw Materials,COGS,918897.72,913991.1,4906.62,0.54
2022-08-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Consumables & Tooling,COGS,118494.27,119856.22,-1361.95,-1.14
2022-08-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Utilities,Overhead,137979.46,203755.58,-65776.12,-32.28
2022-08-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Maintenance & Repair,Overhead,215809.2,179784.34,36024.86,20.04
2022-08-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Depreciation,Overhead,179784.34,179784.34,0.0,0.0
2022-08-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Facilities,Overhead,83899.36,83899.36,0.0,0.0
2022-08-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Freight & Logistics,Overhead,143159.04,139832.26,3326.78,2.38
2022-08-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,IT & Systems,Overhead,60138.75,59928.11,210.64,0.35
2022-08-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Other Overhead,Overhead,60939.25,59928.11,1011.14,1.69
2022-09-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Direct Labor,COGS,1599318.0,1599318.0,0.0,0.0
2022-09-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Indirect Labor,COGS,621957.0,621957.0,0.0,0.0
2022-09-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Raw Materials,COGS,1007381.52,997017.34,10364.18,1.04
2022-09-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Consumables & Tooling,COGS,134185.69,131397.59,2788.1,2.12
2022-09-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Utilities,Overhead,183386.59,223375.9,-39989.31,-17.9
2022-09-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Maintenance & Repair,Overhead,209837.55,197096.38,12741.17,6.46
2022-09-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Depreciation,Overhead,197096.38,197096.38,0.0,0.0
2022-09-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Facilities,Overhead,91978.31,91978.31,0.0,0.0
2022-09-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Freight & Logistics,Overhead,145737.37,153297.19,-7559.82,-4.93
2022-09-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,IT & Systems,Overhead,66815.77,65698.79,1116.98,1.7
2022-09-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Other Overhead,Overhead,66963.25,65698.79,1264.46,1.92
2022-10-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Direct Labor,COGS,1599318.0,1599318.0,0.0,0.0
2022-10-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Indirect Labor,COGS,621957.0,621957.0,0.0,0.0
2022-10-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Raw Materials,COGS,1072175.49,1055865.36,16310.13,1.54
2022-10-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Consumables & Tooling,COGS,137239.53,139848.98,-2609.45,-1.87
2022-10-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Utilities,Overhead,241969.29,237743.26,4226.03,1.78
2022-10-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Maintenance & Repair,Overhead,266165.07,209773.46,56391.61,26.88
2022-10-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Depreciation,Overhead,209773.46,209773.46,0.0,0.0
2022-10-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Facilities,Overhead,97894.28,97894.28,0.0,0.0
2022-10-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Freight & Logistics,Overhead,162776.35,163157.14,-380.79,-0.23
2022-10-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,IT & Systems,Overhead,73129.53,69924.49,3205.04,4.58
2022-10-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Other Overhead,Overhead,69307.35,69924.49,-617.14,-0.88
2022-11-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Direct Labor,COGS,1599318.0,1599318.0,0.0,0.0
2022-11-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Indirect Labor,COGS,621957.0,621957.0,0.0,0.0
2022-11-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Raw Materials,COGS,1047242.5,1026180.76,21061.74,2.05
2022-11-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Consumables & Tooling,COGS,139896.39,136596.85,3299.54,2.42
2022-11-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Utilities,Overhead,282419.32,232214.64,50204.68,21.62
2022-11-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Maintenance & Repair,Overhead,233120.16,204895.27,28224.89,13.78
2022-11-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Depreciation,Overhead,204895.27,204895.27,0.0,0.0
2022-11-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Facilities,Overhead,95617.79,95617.79,0.0,0.0
2022-11-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Freight & Logistics,Overhead,159212.18,159362.99,-150.81,-0.09
2022-11-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,IT & Systems,Overhead,67051.78,68298.42,-1246.64,-1.83
2022-11-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Other Overhead,Overhead,66336.07,68298.42,-1962.35,-2.87
2022-12-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Direct Labor,COGS,1599318.0,1599318.0,0.0,0.0
2022-12-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Indirect Labor,COGS,621957.0,621957.0,0.0,0.0
2022-12-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Raw Materials,COGS,994516.39,969666.72,24849.67,2.56
2022-12-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Consumables & Tooling,COGS,133634.93,129719.53,3915.4,3.02
2022-12-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Utilities,Overhead,300796.1,220523.2,80272.9,36.4
2022-12-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Maintenance & Repair,Overhead,206274.96,194579.29,11695.67,6.01
2022-12-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Depreciation,Overhead,194579.29,194579.29,0.0,0.0
2022-12-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Facilities,Overhead,90803.67,90803.67,0.0,0.0
2022-12-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Freight & Logistics,Overhead,146970.13,151339.45,-4369.32,-2.89
2022-12-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,IT & Systems,Overhead,66686.53,64859.76,1826.77,2.82
2022-12-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Other Overhead,Overhead,66675.04,64859.76,1815.28,2.8
2023-01-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Direct Labor,COGS,1655294.13,1655294.13,0.0,0.0
2023-01-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Indirect Labor,COGS,643725.5,643725.5,0.0,0.0
2023-01-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Raw Materials,COGS,1053863.86,1022419.2,31444.66,3.08
2023-01-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Consumables & Tooling,COGS,143968.33,137460.5,6507.83,4.73
2023-01-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Utilities,Overhead,332334.46,233682.86,98651.6,42.22
2023-01-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Maintenance & Repair,Overhead,226292.28,206190.76,20101.52,9.75
2023-01-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Depreciation,Overhead,206190.76,206190.76,0.0,0.0
2023-01-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Facilities,Overhead,96222.35,96222.35,0.0,0.0
2023-01-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Freight & Logistics,Overhead,165364.09,160370.59,4993.5,3.11
2023-01-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,IT & Systems,Overhead,64615.46,68730.25,-4114.79,-5.99
2023-01-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Other Overhead,Overhead,70783.03,68730.25,2052.78,2.99
2023-02-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Direct Labor,COGS,1655294.13,1655294.13,0.0,0.0
2023-02-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Indirect Labor,COGS,643725.5,643725.5,0.0,0.0
2023-02-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Raw Materials,COGS,984087.78,949975.18,34112.6,3.59
2023-02-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Consumables & Tooling,COGS,117982.07,128359.28,-10377.21,-8.08
2023-02-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Utilities,Overhead,300127.43,218210.77,81916.66,37.54
2023-02-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Maintenance & Repair,Overhead,225810.76,192538.91,33271.85,17.28
2023-02-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Depreciation,Overhead,192538.91,192538.91,0.0,0.0
2023-02-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Facilities,Overhead,89851.49,89851.49,0.0,0.0
2023-02-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Freight & Logistics,Overhead,149061.18,149752.49,-691.31,-0.46
2023-02-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,IT & Systems,Overhead,65269.0,64179.64,1089.36,1.7
2023-02-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Other Overhead,Overhead,59464.34,64179.64,-4715.3,-7.35
2023-03-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Direct Labor,COGS,1655294.13,1655294.13,0.0,0.0
2023-03-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Indirect Labor,COGS,643725.5,643725.5,0.0,0.0
2023-03-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Raw Materials,COGS,927978.13,891353.76,36624.37,4.11
2023-03-01,P-TOL,Toledo Metal Works,Plant,Toledo,OH,Midwest,332,Fabricated Metal,420,210000,Consumables & Tooling,COGS,118065.5,121040.63,-2975.13,-2.46
